Date,Mkt-RF,SMB,HML,RF,XLV,XLF,SOXX,IYT,USO,ITA,VGT,XLU,ITB,GLD,AGG,DBA,UUP,KIE,SPY
2007-03-16,-0.0042,-0.0011,-0.0017,0.00019,-0.0027035190781840024,-0.007932000817324703,-0.006527377923460032,0.0030370533159302933,-0.005136634670340201,0.0007136648719325843,-0.0011585513077877474,-0.00877646199940352,-0.0060390123211684354,0.010003176131991198,9.9454472117122e-05,0.012499987892806708,-0.003605699060111101,-0.003409201867483613,-0.006739818119874785
2007-03-19,0.0108,-0.0011,0.0002,0.00019,0.007831274565012425,0.006567678811153499,-0.0052562366821607975,0.0032607286635730763,0.005782788198734901,0.008735989964945512,0.006765944170028293,0.00729163458777915,0.005523357304508147,0.0018569345726906492,-0.0006959603653795554,0.002700605502244491,0.0052271474217855385,0.008822397038465324,0.0120551373973945
2007-03-20,0.0067,0.0002,0.0014000000000000002,0.00019,0.005080752788229059,0.00907799251068453,0.010072602077636716,0.011607660850703638,-0.0049281658050699395,0.0044185223031008025,0.004224220396910061,0.014477801677164948,-0.00439439297123434,0.00818657393860489,0.0009949106755122727,0.007310524652976769,-0.005999984741210884,0.007674465724505143,0.00549218465921375
2007-03-21,0.016399999999999998,-0.0015,-0.001,0.00019,0.010110025030901635,0.022772041947508148,0.018146160594706195,0.008835302691736047,0.0070160990303616,0.010029908084795204,0.020076467540682152,0.011722708073304888,0.03641378468480605,0.00842658311698008,0.0012920907725806339,0.005347570206894137,-0.0028168890844934014,0.014169310131649569,0.01645734585614078
2007-03-22,-0.0002,0.0019,-0.0031,0.00019,0.003532497131958578,-0.006047284330531699,-0.013808616364929138,-0.00011367728667066591,0.028278710854307002,-0.005749160666936648,-0.0035613614272388405,-0.0010075797168418443,-0.013308490925244332,-0.0009115399403210043,-0.0018859918209314093,0.0011398437307508225,0.0,-0.004540662402280016,-0.0007676782434619113
2007-03-23,0.0008,0.0008,0.0004,0.00019,-0.004986857814069935,0.00110618391612749,0.0060241412831743,0.015697840927434425,0.007772008514878692,0.0057824046402548115,-0.0020692364685346303,0.004790686521431775,-0.006743997897440068,-0.009276164697924805,-0.0013923360059608927,-0.002656534869481253,0.0060532532031409856,0.004035046226099848,0.0014667322573673758
2007-03-26,0.0006,-0.0004,-0.0008,0.00019,0.0014741466526253524,-0.004972392174464102,-0.0017802331885695688,-0.015119257030787312,0.011864711839863816,-0.002961706953368837,0.0035815729338128928,0.004266047431670028,-0.02036936464465611,0.010590864095953112,-0.0005976016910645977,-0.018264894864667203,-0.003208982058834797,-0.002096750471696329,-0.0013250745673687447
2007-03-27,-0.0061,-0.0021,-0.0002,0.00019,-0.007065106559976386,-0.006107723797829756,-0.003891077776902341,-0.011030261471159595,0.000586331738670065,-0.0029704380622938014,-0.005822715317764461,-0.0014992846727810427,-0.016079789888122642,-0.002126357798228895,0.0001993450200807878,0.004651195456665924,-0.00040242369128062894,-0.004727726403048416,-0.0023742761531867496
2007-03-28,-0.0074,0.0022,-0.0004,0.00019,-0.006818842139274972,-0.012569841562163342,-0.012369764624356905,-0.012648021831454637,0.015624984866008385,-0.010515286967714864,-0.00850180918845467,-0.0020019524071637207,-0.02789522771613362,0.005327338200507903,0.0004981111985171706,0.005787022302807143,0.0,-0.007565100352242005,-0.007279807375679459
2007-03-29,0.0029,-0.002,0.0017,0.00019,0.004776114848122681,0.005091954807049604,-0.009393534804837513,0.0011645332586771586,0.03115382561316848,0.004605068020661296,-0.002096048233823477,0.005767290272723047,-0.0002898064212523144,-0.006056040990118583,-0.0015932686280840658,0.0007671828921287371,0.0012077571039137427,0.0035455180079611006,0.0010576356560290099
2007-03-30,-0.0007000000000000001,0.0027,-0.0005,0.00019,-0.00029703866840546933,0.002814561680804406,0.0031608488567584914,0.000930578456656228,-0.005035443176839015,-0.0035261064639479094,0.0001909898116185804,-0.010221885843260116,-0.009857933779115036,0.00137085050721808,0.0,-0.03449596064647786,-0.0032167238040399226,-0.0012365925880253315,0.00021130364893240383
2007-04-02,0.0022,0.0009,-0.0011,0.00022000000000000006,0.005349191590299007,-0.009261899450838884,-0.001326666954719502,0.003370055500850899,0.003936324370689359,0.0021231233353304897,0.0030545980173624088,0.02392948979049625,-0.011713074905012388,0.0016732676289328285,-0.0025932787820729386,-0.00476382837194278,0.0024203091458863124,-0.00035370623922625915,0.0011267863528829911
2007-04-03,0.0093,0.0005,-0.0012,0.00022000000000000006,0.010345801217184869,0.012464601218963313,0.0068083666406695284,0.017836471865258833,-0.020537756919605018,0.009887030002217134,0.011990811618577402,0.0012299934854544947,0.018074092158564925,-0.00030366960561534206,-0.0009999847412109908,-0.007578800812544252,0.0012071943193709964,0.009907987639895088,0.01076251223890945
2007-04-04,0.0009,-0.0017,-0.0025,0.00022000000000000006,0.005851397342122589,0.0,0.008411649555477352,-0.002844788436657364,-0.0024780262235354344,0.0010489083530331733,0.004701899729347979,-0.004422611837877065,-0.009895231273233995,0.014886764397396004,0.0011011071939079908,0.01205792421738705,-0.0012057387583911394,-0.00035036002876265293,0.0011135337141818802
2007-04-05,0.0031,0.0,-0.0008,0.00022000000000000006,0.006980740439595623,0.000559591649194946,0.008014420728793105,0.005363474100585908,-0.006115106025690653,-0.00034922535194847887,0.0052415313289342355,0.0044422582216752105,0.014403229193893584,0.0007484366649461728,-0.0008999496586606925,0.009928514573870341,-0.0032193127757740303,0.0019278059534546528,0.0027111530976773324
2007-04-09,0.0005,-0.0024,0.0007000000000000001,0.00022000000000000006,0.0002889120895164244,-0.000279639340757587,-0.0022716110209654032,0.018274695099166127,-0.03191693714638777,0.0,-0.00093108447579493,0.007370988487393816,0.0023182218181903025,-0.0049357138504662066,-0.003803015015827582,0.001179660988473108,0.0064594204463148674,-0.001049525471560786,0.0013865567153743539
2007-04-10,0.0022,0.001,0.0002,0.00022000000000000006,0.001443812749592599,0.004475546649487461,0.008619267601719383,-0.0031211546333115288,0.005163895612908531,0.0017470033401258964,0.0007455190995806492,0.00024386150080979438,-0.0043365575373576215,0.009469485861595128,0.0015069472021222994,0.003534962915327844,-0.003208982058834797,0.0,0.0011769465942392812
2007-04-11,-0.0064,-0.001,0.0012,0.00022000000000000006,-0.004325303476324316,-0.008354202875884176,-0.010158030691152177,-0.003690057362502164,-0.0029638712521221637,-0.009940699220568285,-0.009126427198785092,-0.0024383925436199942,-0.013066114000748086,-0.0011912124284148007,-0.0006019178103997548,0.0007827968047318112,0.0,-0.0017509800919695009,-0.004079913805410729
2007-04-12,0.0061,0.0025,-0.0019,0.00022000000000000006,0.011294509222000482,-0.001684969459228025,0.010262275197570059,0.010101027399459506,0.023583084879056804,0.007398241422558849,0.009398496105818001,-0.0043999097004926435,0.024418887183616626,-0.0013417406802080922,0.0012044840900355958,-0.0031286634595559804,-0.006036201860267432,0.0026310771015796157,0.004443822876422532
2007-04-13,0.0034,0.0024,-0.0008,0.00022000000000000006,0.01460487293736512,0.004219434363576413,-0.0019348424862796199,0.0011110941569010269,-0.002516961554204333,0.0010491585020426797,0.002607064947102611,-0.0002454780664270517,-0.01005165069467584,0.012688438591230478,-0.0016040467379385694,0.012946250555873506,-0.0004048675535606172,0.004198736384864343,0.004562447431226246
2007-04-16,0.0106,0.0029,0.0011,0.00022000000000000006,0.009596391466534238,0.02436977376453631,0.0071082167344540545,0.013096562987342296,-0.006211174145593357,0.009257620599071979,0.007986632688653739,0.005893856988577585,0.017406395499653282,0.008254793900622559,0.0020082797970806254,-0.008133194692281577,-0.004050238125016814,0.010975661666389414,0.009496212183258246
2007-04-17,0.0009,-0.0042,-0.0012,0.00022000000000000006,0.003075219707683541,-0.00027350971713890887,-0.0009624859342982627,-0.00416298486524691,-0.01777343425492295,-0.000519189683811927,0.002211146690115795,0.004638731583328504,0.014257200010007187,-0.005847975394087768,0.0029061119637912025,-0.013276069679219904,-0.0004066786831956604,0.007065242364081349,0.0026584826023277053
2007-04-18,0.0,-0.0071,0.0044,0.00022000000000000006,-0.0002787663303431831,0.011487982028192787,0.02087352404043341,0.015401556681826191,-0.002982730625335717,0.007965352112080605,-0.0001838264689355551,0.007290382161271093,0.02164746877621471,0.005588194903205501,0.0014988161784021956,-0.005935877159202407,-0.0012205324141020268,0.0041067723606769135,0.0012237945411106566
2007-04-19,-0.0023,-0.0038,0.0003,0.00022000000000000006,0.004181810157389609,-0.0013520690720311144,0.00597667886873765,0.004441993707031022,-0.01834858755772639,-0.0046383862224744785,-0.003126185735628062,-0.004825108787893551,-0.007154604304939416,-0.01243051342881718,-0.00039909123204251434,0.01234074265866325,0.0,-0.0018745844130022558,-0.00027166798235334083
2007-04-20,0.0089,0.002,0.0004,0.00022000000000000006,0.003886712600478681,0.005144882202148482,0.003752311869994917,0.006579663643354827,0.016863023075430306,0.010355579962712858,0.0071942334667949295,0.007757568359374911,0.02716184846179326,0.01732560625047741,-0.0004990822491202085,0.002752642311607545,-0.003665994109361415,0.009731972404047884,0.009441006791990558
2007-04-23,-0.0024,0.0007000000000000001,-0.0029,0.00022000000000000006,0.0011062200137206268,-0.002694002528343287,-0.007632365842081934,-0.009001246684929187,0.023376663366184932,0.004270584149131507,-0.002380902143790053,0.007457334028549757,-0.014840880501267306,-0.006404582700974547,0.0009985867258894832,-0.019607843137254943,0.005314843539702353,-0.0045654457313188965,-0.0037679826200518467
2007-04-24,-0.001,-0.0004,-0.0024,0.00022000000000000006,0.0,-0.002971337995103851,0.02479990352785566,-0.00551472878155157,-0.016204642937790448,-0.004592625507041982,0.007710632633246117,0.007163305382266172,0.0005478076878431272,-0.007764411993998022,0.0004988333282465174,-0.00199996948242187,-0.001220036049586981,0.002378143358878981,0.00040522463584413687
2007-04-25,0.0091,-0.0035,0.0017,0.00022000000000000006,0.0030386908296471393,0.013546459753938313,0.009342940753527929,0.02033266382915455,0.018456049145474385,0.005468210736860435,0.008016076631424118,0.0028449248699990988,0.000273806092655482,0.0023622622882752964,0.00039885247943138863,0.024048034299555043,-0.0016286241469254392,0.016946312548210996,0.009181748954795621
2007-04-26,-0.0002,0.0032,-0.0034,0.00022000000000000006,0.0011015450101166113,-0.0016038336356185567,-0.0003035549620296063,-0.012148331565824287,-0.007404541511592422,-0.00424881032208846,0.0028917376128172467,-0.0033096783019744835,0.042145617869235874,-0.01502425470962565,-0.0018937749221433766,-0.004305233122800845,0.004078318907129619,-0.0009998562098831878,0.001137263672760458
2007-04-27,-0.0013,-0.003,-0.0031,0.00022000000000000006,-0.0033012087186247148,-0.001338675041741233,-0.014875467036972624,-0.009924468168634126,0.017667874953711138,0.006656415576595798,0.0014416654160682716,-0.008301671617358397,-0.026523164066835747,0.01031845048110136,-0.00019968687026450382,-0.012971694841919068,-0.0032493875296125685,0.002502046860262341,-0.0008018384368962961
2007-04-30,-0.0093,-0.0091,0.0002,0.00022000000000000006,-0.003312142793291284,-0.007774848965062532,-0.014329742423887959,-0.015798615902458124,-0.011574044605614064,-0.006781921232386523,-0.010257327657990034,-0.0038268319099917787,-0.02481786286806376,-0.006956797479092614,0.00339588821977177,-0.010354449325447268,-0.002037536370976367,-0.00715474735595778,-0.008292687108185426
2007-05-01,0.0022,-0.0009,0.0003,0.00018,0.002215397812385777,0.0018914257901812004,0.002501110358945402,-0.0019926967953840524,-0.017174103030622057,0.002731304923368816,0.003454520485618007,0.008163268670629886,0.00995841716345658,-0.0059620497588024355,-0.004379877019870082,0.01649898757015067,0.006124933439451086,-0.003184188702665347,0.002562579405336329
2007-05-02,0.0079,0.0062,0.0002,0.00018,0.006355334373143284,0.004314952528810201,0.008264563096689548,0.012201868613449962,-0.015289921533587103,0.012938343544716123,0.008516057843778846,0.0054774835208990505,0.008217010834012495,-0.0004498242344980197,0.00030000409616581786,-0.005542335248610364,0.0008117069098660945,0.009415016984799074,0.0058518539577760995
2007-05-03,0.0037,-0.0036,0.0032,0.00018,0.0021966456638349285,0.009398531083491424,0.005876851715068021,0.0084383193760702,-0.006251288008411904,0.008067219197249287,0.005749186052847133,-0.0011843451045020492,0.005976566090689861,0.012451157456685458,-0.0010994563417919825,0.012738840928875785,0.0012165728641988507,0.011492315027774813,0.005416696895478079
2007-05-04,0.0025,0.0018,-0.0002,0.00018,0.005479472957245379,0.0034583328882915603,0.009378853040666657,0.006194302495306171,-0.019886354839928292,0.0040013617922387565,0.003036834316411774,-0.0018970362777092078,-0.02079396389810773,0.010371975104365829,0.0013007529541955165,0.006682392795800407,-0.0036452065873284756,0.002963912292618165,0.0037911010461633135
2007-05-07,0.0018,-0.0037,0.0032,0.00018,0.002179782416740661,0.0013255438620254356,-0.004112783947986753,-0.0007560179025039028,-0.004968899949492789,0.012288240597297271,-0.00035619692288790805,0.011879306205449414,-0.004136726920159983,0.0008798585781735203,0.0009992852445892544,-0.011323737157980629,0.0024390026427631994,0.005581977443621654,0.0001987727250254423
2007-05-08,-0.0013,-0.0003,-0.0011,0.00018,-0.003806400062395965,-0.0021180625943693077,-0.002294186338108739,0.01070044886602628,0.012068206404166835,-0.0031167754193319737,0.005879173527129744,-0.004461108852507056,0.006923289830361723,-0.005421285664205633,-0.0010981392868355533,-0.01935228187298621,0.002838592670614481,-0.002448942299634771,-0.0013249218435609222
2007-05-09,0.0035,0.0007000000000000001,-0.0003,0.00018,0.0032750800732455065,0.005306458060566621,0.018089839712546185,-0.0003208082409533741,-0.012952324753715216,0.004936633779837774,0.002302534010330648,0.000707518354181369,0.003300300601496664,-0.006334713060910269,-0.001199231662155853,0.002819158076492245,0.0012131292843038375,0.002618655424110772,0.002719758952632656
2007-05-10,-0.0142,-0.005,0.0029,0.00018,-0.017682201873248867,-0.014251766753578088,-0.018370744668385064,-0.0147625677498453,0.002916125999590236,-0.00933354671152109,-0.01307654491025756,-0.010134346030709951,-0.02357457843045907,-0.02149736121344592,0.001701002249274275,-0.007228928029453741,0.001211659384821484,-0.0052236319560663436,-0.01045251252167534
2007-05-11,0.0095,0.0018,0.0006,0.00018,0.003877025402439394,0.010709463197280387,0.013959134815691332,0.0023887212198483447,0.00872270312846357,0.004628078996642636,0.011638344559312673,0.004761922927129847,0.003930359175926768,0.006818135579427009,-0.0019977719211151657,0.02467640078056244,0.0008067184218016887,0.007384293594473013,0.008557285490226052
2007-05-14,-0.0028000000000000004,-0.0061,0.0007000000000000001,0.00018,-0.0011034735317887456,-0.004768165655660739,-0.0013615180025436935,-0.006282515521793264,-0.0002058538520902653,-0.0021388163216325973,-0.00513275956685566,0.004028392556205906,-0.004753864007956299,-0.002558287084312827,0.0002001465552341486,-0.002763509476314985,-0.0008060681517745305,-0.0027692129879910428,-0.0021874706994535753
2007-05-15,-0.0027,-0.008,0.0028000000000000004,0.00018,-0.0011046925307572897,-0.002395567487701977,-0.013331386976724535,0.00087204962848908,0.008855030745783532,-0.0021434635588551965,-0.007471947621172093,0.005428358461988303,-0.009272318899686494,0.003922784264016599,-0.00040028935660152415,0.0031670595004422712,-0.0032271814481692478,0.00016338021323547558,0.00026578452963743615
2007-05-16,0.008199999999999999,-0.0021,0.0005,0.00018,0.011335462617230395,0.011472799375200848,0.0001535718816561005,0.01905902859743369,-0.009389730218607341,0.008592208424165193,0.009858383725307895,0.0023474716525895283,0.01020988733660011,-0.014126877494329837,0.00020026301514830538,-0.001578568085496168,0.004451663878072942,0.005226191363981282,0.0068406636726729975
2007-05-17,-0.001,-0.0034,0.0003,0.00018,-0.0038273154001552396,-0.0050118834194866615,-0.0046055120443474476,-0.0014961995308864218,0.033587494521236216,0.0016382449643059793,-0.0021299064884587877,-0.0023419739351656643,0.019090407792434986,-0.00823172146475537,-0.0017015893515007765,-0.006719370807131142,0.002417383830786157,-0.002437005898309197,-0.001978911871236777
2007-05-18,0.0066,0.0039,-0.0049,0.00018,0.004116397681995565,0.002651149970768873,0.0015423520845756489,-0.0006421658824550258,-0.0011961996306527614,0.000981376740104789,0.004980412188140715,0.005399140027512407,-0.0041321684389596935,0.007070382750297144,-0.0029075688965167767,-0.009948269333422964,-0.002009615705268586,0.0013029303211391507,0.008724336013252731
2007-05-21,0.0031,0.0093,-0.0028000000000000004,0.00018,0.0021863355021538573,0.0010576311508256886,0.0009238921518039957,-0.0018207753383199245,0.014371282288063059,0.0040849672693368255,0.005309721009921109,-0.0014009192324505593,0.015214362761971634,0.0022894006954254924,0.002011106925833284,0.01848878646855701,0.002819158076492245,0.0006505709155337769,-0.0005241897104849569
2007-05-22,0.0008,0.006999999999999999,-0.0004,0.00018,-0.0005453134460022824,0.0007923853117302037,0.004615431565504703,-0.0009656259746511077,-0.017709593295620718,-0.005695724726979101,0.004225381719903386,-0.0018705127472161687,0.03405994479603058,-0.007157015894746598,-0.002007070492465401,-0.01381216966701482,0.000401615623897289,-0.0006501479481879624,-0.0007866469284708577
2007-05-23,-0.0018,-0.0021,-0.0012,0.00018,0.003546991760046137,-0.0007917579343724722,-0.01439513625537181,0.00032218643647552453,0.005008013004205614,-0.005728289408539644,-0.008415139104699154,-0.015694499660305228,-0.006587615150831283,0.005214785018395896,-0.0008043660544483355,0.004401785168429484,-0.0008029087870808915,-0.0037411085151356493,0.00013124440822243066
2007-05-24,-0.0107,-0.0043,-0.0004,0.00018,-0.003806400062395965,-0.008980490899352045,-0.017557505553122854,-0.013313268970316816,-0.024715924038782974,-0.0034567750530478674,-0.018033953907316214,-0.022370266931667996,-0.004244027696927666,-0.012053721460052349,0.0004025451788438605,0.017928240986125,0.0016071079352448778,-0.009632655852420012,-0.009052773948510895
2007-05-25,0.0055000000000000005,0.0023,-0.0008,0.00018,-0.0005458640310272989,0.0018657161239137297,0.005219070590602337,0.006528818978878137,0.011649288601453868,0.00776341920875856,0.011343126450000574,0.0004867731785564988,-0.005594008506957571,0.002934400639478696,-0.0005029981884697722,0.017612554848405626,-0.0008022646417504831,0.0013188250316971126,0.004170560657980493
2007-05-29,0.0024,0.006,0.0001,0.00018,0.0005461621613063183,0.0042564097086665855,0.006293230058829424,0.009189172693200964,-0.022222191396385704,0.009014965856238844,0.0051629148118377275,0.002919774964410093,0.0010714465274095364,0.002001805490156272,-0.0010064258605758658,-0.0161538490882287,0.00040145439354044576,0.001811007807380527,0.003625835868585003
2007-05-30,0.0077,-0.0023,-0.0002,0.00018,0.00027298407197284824,0.006887412588761022,-0.00672295671248957,0.004392112145808369,-0.003925670153226314,0.007472369626558174,0.008147344880123475,0.012372593557252287,0.002140803675175551,-0.005378799381628553,0.0012088969837298347,0.025410462098081957,0.0016050966314706814,0.004930175052292984,0.008144969716456618
2007-05-31,0.0013,0.0034,-0.003,0.00018,0.0021827561535279205,-0.002893947203392755,0.01542583623113436,0.012158696284926052,0.015556938689956556,0.007255736207965934,0.006500399832828796,0.002636007945320707,-0.005607452074619768,0.012669957962885723,-0.0022136606700401407,0.00457494629537325,-0.0016025244249144865,-0.0004906081248186034,-0.001042405575801042
2007-06-01,0.0044,0.0036,-0.0005,0.00019,0.0010890529819187476,0.0031662580682771946,0.008990763950609494,0.005795525959114922,0.010212418491620578,0.0012805829165072335,0.0017454786616000195,-0.005497120970304303,-0.014500560987879553,0.013732095106908648,-0.0053449615683498495,0.0015179889032121974,0.000401293292584981,0.0024542446964817,0.004956916713608095
2007-06-04,0.0018,0.0007000000000000001,0.0,0.00019,-0.0019037175401894761,-0.001315146240853049,-0.002458074077685945,-0.007647938720573233,0.017994326852461384,0.00255795122883562,0.0034849410187574037,-0.003845225788636664,0.016076298101434627,0.0015050943775820613,0.0012166962376942705,-0.006062896972815811,-0.0040112467005852795,0.0004895538345317528,0.00012983042720149385
2007-06-05,-0.0055000000000000005,-0.0012,-0.0022,0.00019,-0.0024523201830223273,-0.006057416776839353,-0.004774334778018474,-0.008657091261153771,-0.006554081953488722,-0.0031892962184554285,-0.0026046453460925045,-0.013268980143235631,-0.016358288961520584,-0.0025548266697670297,-0.0028354306764240005,0.0030499399581473963,-0.002819158076492245,-0.006198945556644464,-0.003958472330895303
2007-06-06,-0.0092,0.0008,0.0005,0.00019,-0.009287084045875528,-0.008479047224079328,-0.012844348433559749,-0.017039387093940928,0.005797699177796156,-0.0033594479301132236,-0.009226998467413485,-0.015892457252541292,-0.022628184954992192,0.0006026957039624302,0.00040622438338044914,-0.0076016290251056376,0.001615468812962817,-0.005909430498653889,-0.010749945248695214
2007-06-07,-0.0175,-0.0004,0.0006,0.00019,-0.014888362523076681,-0.016835941120135978,-0.01849820172817329,-0.019718305900852884,0.006758102629836005,-0.016693433840504368,-0.01599015726325803,-0.031055900621117963,-0.04016732741978979,-0.017316691198061895,-0.006902855450509504,0.017234731714729,0.006451606948963518,-0.019484813665485382,-0.01804524697351595
2007-06-08,0.0107,-0.0006,0.0003,0.00019,0.0033584923991649696,0.011687972943796865,0.027950806307941,0.014588855502325469,-0.03139190729886754,0.012895869036445129,0.012500013623918838,0.0071794558794071595,0.026445796322214887,-0.015936268487339866,-0.0012266456540527269,-0.004894546814027567,0.0032052016822570195,0.010441240282856869,0.013011315246159729
2007-06-11,0.0008,-0.0029,0.001,0.00019,0.0002789996277876572,0.004567455573224466,-0.003884400211764283,-0.004902010486677265,0.015898873980087602,0.0003223280904043335,-0.0014109670190159962,0.013238301270970254,-0.01613815684454112,0.007474240398867016,0.0007164025737396162,0.0162694022024501,0.0023961447183964424,0.0053333282470702245,0.001721463037491322
2007-06-12,-0.0106,-0.0016,-0.0018,0.00019,-0.007250477741358895,-0.013640003526628973,-0.007955110456637882,-0.01784342945424067,-0.0056179530184519155,-0.011599826393476896,-0.006888014782861718,-0.016331601096524206,-0.026762598710094454,-0.009273547178079045,-0.005931702171155018,0.0040952606293143115,0.0019920014462413427,-0.008123370042205758,-0.010905546080583915
2007-06-13,0.0137,-0.002,-0.001,0.00019,0.008146093481946616,0.018980483334389172,0.01619494974855984,0.01493531341572707,0.010694083224592088,0.01222493917936074,0.01138181388686865,0.01992333969083715,0.008574834953996913,0.006708273251354146,0.0015432256233380848,0.011494304085410743,0.0019881171040789787,0.008189899627488284,0.014968296588862671
2007-06-14,0.005,0.001,-0.0006,0.00019,0.002786355266620744,-0.0015966408500889262,0.012997122125681935,0.01537449553496928,0.020163671759961588,0.011111150698237092,0.009847043851042514,0.006260956626328751,0.0023452950725877386,0.0010847620664558024,0.0019517457050270968,0.00806449075575677,0.0011904277138352626,0.0033156941528507122,0.006386208602284339
2007-06-15,0.0069,0.0052,-0.0007000000000000001,0.00019,0.002222784457531324,-0.0018656535453894785,0.0168015648940183,0.004326211657361689,0.008414879021837018,0.009077873650472634,0.007835639222500523,0.0064708392125052425,0.0026323532086247607,0.003869969131657936,0.0035882558010655874,0.013454575972123628,-0.005548925572276375,0.0,0.0013738500132713938
2007-06-18,-0.0013,0.0001,-0.0011,0.00019,-0.005821987420276842,-0.0002670201020557039,-0.0003003852059196843,-0.008184386509100916,0.011837776534096234,-0.004577034607540109,0.0027643373265286986,-0.010880282929049969,-0.011085101136218968,0.0015419965531842106,0.0007150852514115068,0.010046601035716972,-0.0011957228562397006,-0.00033053984929232166,-0.0011759843598166952
2007-06-19,0.0014000000000000002,0.0,0.0015,0.00019,0.0,0.0042735254455845695,-0.008264508287551209,0.0,-0.00038359144606436857,0.005549365400580708,-0.00017233177244480036,0.006499958038330035,0.0017698394068788035,0.008160222226242242,0.003164532069119597,-0.03658965517778756,0.0003990514403413581,0.003636383927916985,0.002485479000127633
2007-06-20,-0.0129,0.0009,-0.0018,0.00019,-0.01254882195427387,-0.017553207831449424,-0.006666703657670414,-0.004343121959891283,-0.010936295213074487,-0.010564462130076002,-0.009477843333278946,-0.02608045903715184,-0.0170788584214836,-0.011759380467096459,-0.0030527671986487763,0.004055999247750686,-0.037893851900881785,-0.014657465531316747,-0.013897075901597056
2007-06-21,0.005600000000000001,-0.0016,0.0001,0.00019,0.002824017920135757,0.0016242397539067974,0.029591252496194542,0.0045802160558074964,0.0009699173191179967,0.0019123335758528535,0.01113429705541602,0.006375924657927357,0.0020970549006686934,-0.002318057919968308,-0.0012248927741839164,-0.002203432499119917,0.040630162028944435,0.0005014321851941618,0.005557736808805114
